;Localização;Endereço;Descrição;Tamanho;Quartos;Banheiros;Vagas Garagem;Valores;Links
891;Pitangueiras, Guarujá;;"Excelente oportunidade de negócio !
Apartamento com 3 suítes na Praia das Pitangueiras.

Apartamento com 185m² de Área Útil, distribuídas em: sala para 2 ambientes expandida, 3 suítes mais (sendo dependência para empregada) , 5 banheiros (3 nas suítes, 1 lavabo e 1 de empregada), cozinha , área de serviço, 2 vagas na garagem.

Condomínio com Portaria 24h e Zelador, lazer cmopleto.
Fica situado a cerca de 120m da Praia das Pitangueiras, próximo ao Teatro Municipal, escolas públicas e particulares, academias, faculdades, hospitais, agências de correio, supermercados: Pão de Açúcar e Dia, Hortifruit Frutos da Terra, a 5 minutos do Mirante do Morro da Campina (Maluf).

A SMH Imóveis é uma empresa que atua no mercado imobiliário especializada na comercialização de imóveis no Guarujá, com sistema de gestão que acompanha toda a fase de negociação, além disso conta com uma equipe altamente qualificada para auxiliar você na realização do seu sonho.

Agende hoje mesmo uma visita, e descubra como morar com plenitude da tranquilidade das Praias de Guarujá. -";185 m²;4;5;2;R$ 1.300.000 Cond.  R$ 1.775 | IPTU R$ 1.400;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-pitangueiras-guaruja-sp-185m2-id-2645635305/
892;Pitangueiras, Guarujá;;"Excelente oportunidade de negócio!
Apartamento na praia das Pitangueiras disponível para venda.

O imóvel possui aproximadamente 74 m distribuídos em: 1 sala, 1 cozinha americana, 2 dormitórios (sendo 1 suíte) 2 banheiros e área de serviço.
Imóvel sem disponibilidade de garagem.

Edifício possui : Zelador, portaria 24h, serviço de praia, distante aproximadamente 60 m da praia de Pitangueiras.

A região conta com supermercados, escolas públicas e particulares, farmácias, restaurantes e pontos turísticos.

A SMH Imobiliária é uma empresa que atua no mercado imobiliário especializada na comercialização de imóveis no Guarujá, com sistema de gestão que acompanha toda a fase de negociação, além disso conta com uma equipe altamente qualificada para auxiliar você na realização do seu sonho.

Agende hoje mesmo uma visita, e descubra como morar com plenitude da tranquilidade das Praias de Guarujá. -";74 m²;2;2;0;R$ 424.000 Cond.  R$ 850 | IPTU R$ 400;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-praia-das-pitangueiras-guaruja-sp-74m2-id-2645636003/
893;Pitangueiras, Guarujá;;"Apartamento 3 dormitórios - 1suíte - 2 vagas na Praia das Pitangueiras - Barra Funda, Guarujá/SP.

Apartamento, com 131m² de Área Útil, distribuídos em: 1 sala ampla para 2 ambientes, com varanda VISTA LIVRE, 3 dormitórios (destes, 1 é suíte e 1 está sendo usado de escritório), 3 banheiros, cozinha arejada, área de serviço compacta, banheiro de serviço e 2 vagas na garagem.

Condomínio com Elevador, Zelador e Lazer com: Sala de jogos, piscina adulto, piscina infantil e quiosque gourmet em refúgio dentre a natureza, com salão ao ar puro, churrasqueira com bar e 2 fornos de pizza, freezer, sanitários.

Situado a cerca de 500m da Praia das Pitangueiras, a pouco menos de 3 minutos da Padaria Rei do Trigo, 5 minutos do Supermercado Joia e 10 min do Pão de Açúcar, 7min do Minimercado Extra, Restaurantes Chopp Halle, Monduba e Avelinos, Barracas de Praia, Boulevard Gastronômico do Guarujá ""Rua Rio de Janeiro"", próximo à Avenida Puglisi (repleta de pontos comerciais, bancos, fastfood, lojas de vestuário e utilidades).

A SMH Imóveis é uma empresa que atua no mercado imobiliário especializada na comercialização de imóveis no Guarujá, com sistema de gestão que acompanha toda a fase de negociação, contamos com uma equipe altamente qualificada para auxiliar você na realização do seu sonho.

Agende hoje mesmo uma visita, e descubra como morar com plenitude da tranquilidade das Praias de Guarujá. -";131 m²;3;3;2;R$ 650.000 Cond.  R$ 1.100 | IPTU R$ 467;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-praia-das-pitangueiras-guaruja-sp-131m2-id-2645636025/
894;Enseada, Guarujá;;"Excelente oportunidade de negócio!

Apartamentos, vista para o mar, na praia da Enseada- na região Aquário. Imóvel mobiliado , distribuídos em: 142m² de área útil, 3 dormitórios sendo 1 suíte, sala 2 ambientes, terraço, cozinha planejada com armários, ar condicionado, 4 banheiros, área de serviço e 3 vagas de garagem.

Prédio com: Elevador, interfone, piscina, sala de jogos, salão de festas, e sauna.

Condição de pagamento: A vista/ estuda proposta.

Sobre a região: supermercados, lojas, restaurantes, bancos, lanchonetes.

A SMH Imobiliária é uma empresa que atua no mercado imobiliário, especializada na comercialização de imóveis no Guarujá, com sistema de gestão que acompanha toda a fase de negociação, além disso conta com uma equipe altamente qualificada para auxiliar você na realização do seu sonho.

Agende sua visita. -";142 m²;3;4;3;R$ 900.000 Cond.  R$ 2.200 | IPTU R$ 815;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-enseada-guaruja-sp-142m2-id-2645641161/
895;Pitangueiras, Guarujá;;"Excelente oportunidade de negócio !
Cobertura disponível par venda, na praia de Pitangueiras.

O imóvel conta com 500m² de área útil, graciosamente divididos em pavimentos.
Pavimento principal: Sala ampla para 2 ambientes, com elevador privativo, e com sacada, cozinha e área de serviço com dependência para empregada 4 dormitório + 1 opcional no pavimento superior ( destes 2 são suítes) e 4 banheiros e Lavabo. Terraço com espaço amplo com churrasqueira privativa.

Pavimento superior: Terraço com muito espaço, churrasqueira e piscina privativa. Dormitório, espaço para cozinha (ambos opcionais) e banheiro.

O Edifício conta com zelador, portaria 24h, piscina, solarium, área kids, churrasqueira, salão de jogos e área gourmet para eventos e academia. Portaria 24h. Situado a cerca de 250 metros da praia das Pitangueiras

A SMH Imóveis é uma empresa que atua no mercado imobiliário especializada na comercialização de imóveis no Guarujá, com sistema de gestão que acompanha toda a fase de negociação, contamos com uma equipe altamente qualificada para auxiliar você na realização do seu sonho.

Agende hoje mesmo uma visita, e descubra como morar com plenitude da tranquilidade das Praias de Guarujá. -";400 m²;4;5;2;R$ 1.700.000 Cond.  R$ 2.920 | IPTU R$ 1.870;https://www.zapimoveis.com.br/imovel/venda-cobertura-4-quartos-mobiliado-praia-das-pitangueiras-guaruja-sp-400m2-id-2645641057/
896;Enseada, Guarujá;;"Excelente oportunidade de negócio!
Apartamento disponível para venda, na Enseada.

O imóvel contem 105m² distribuídos em Sala para 2 ambientes, cozinha, área de serviço. 3 dormitórios (destes 1 é suíte) e 2 banheiros. Com disponibilidade para 1 vaga de garagem.
Distante a cerca de 660m da Praia da Enseada.

A SMH Imóveis, é uma empresa que atua no mercado imobiliário especializada na comercialização de imóveis no Guarujá, com sistema de gestão que acompanha toda a fase de negociação, contamos com uma equipe altamente qualificada para auxiliar você na realização do seu sonho.

Agende hoje mesmo uma visita, e descubra como morar com plenitude na tranquilidade das Praias de Guarujá. -";105 m²;3;2;1;R$ 400.000 Cond.  R$ 1.000 | IPTU R$ 350;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-jardim-sao-miguel-guaruja-sp-105m2-id-2645636613/
897;Enseada, Guarujá;;"Excelente oportunidade de negócio!
Apartamento 3 dormitórios a venda mobiliado na Praia da Enseada.

O Imóvel conta com 100m² de área útil, distribuídos em: Sala ampla para 2 ambientes com sacada e vista para para o mar, 3 dormitórios (destes, 2 são suítes), cozinha, 3 banheiros, área de serviço e 2 vagas na garagem.

Condomínio com: Zelador, portaria 24h, Elevadores sociais e de serviços, internet, e interfone, Portão Automático. Piscina coletiva, churrasqueiras, sauna, brinquedoteca, salão de festas e jogos. Situado a cerca de 60 m da praia da Enseada.

A SMH Imóveis é uma empresa que atua no mercado imobiliário especializada na comercialização de imóveis no Guarujá, com sistema de gestão que acompanha toda a fase de negociação, contamos com uma equipe altamente qualificada para auxiliar você na realização do seu sonho.

Agende hoje mesmo uma visita, e descubra como morar com plenitude da tranquilidade das Praias de Guarujá. -";100 m²;3;3;2;R$ 999.000 Cond.  R$ 962 | IPTU R$ 495;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-enseada-guaruja-sp-100m2-id-2645639302/
898;Jardim Taquaral, São Paulo;;"Cobertura Duplex em Localização Privilegiada.

A mesma possui 504m² de Área Útil; 04 Suítes; Lavabo; Ar Condicionado Central; 05 Vagas.

O Condomínio oferece Área de Lazer Completa; Segurança 24hrs.

Próximo a diversos Comércios; Restaurantes; Mercados; Hospitais e Academia.

Agende sua visita!

A SMH Imóveis está no mercado imobiliário e é especializada nas melhores regiões do Guarujá, acompanhando os nossos clientes em cada passo da negociação com um sistema de gestão de alto desempenho e uma equipe de corretores altamente qualificada e pronta para realizar o seu sonho! -";504 m²;4;7;5;R$ 3.950.000 Cond.  R$ 2.760 | IPTU R$ 900;https://www.zapimoveis.com.br/imovel/venda-cobertura-4-quartos-com-piscina-jardim-anhanguera-zona-sul-sao-paulo-sp-504m2-id-2645639307/
899;Enseada, Guarujá;;"Ótimo Apartamento para Venda - Praia da Enseada

O mesmo contem 170m² Área Útil; Sala Ampla com Ar Condicionado e Sacada com Vista; Lavabo, Sala de Tv; 03 suítes; 2 Dormitórios sendo 01 de Funcionário (a).

O Edifício oferece Área de Lazer sendo: Piscina; Churrasqueira e Salão de Jogos.

Localização próxima a Praia da Enseada; Mercado; Hotéis; Restaurantes e etc.

Agende sua visita!

A SMH Imóveis está no mercado imobiliário e é especializada nas melhores regiões do Guarujá, acompanhando os nossos clientes em cada passo da negociação com um sistema de gestão de alto desempenho e uma equipe de corretores altamente qualificada e pronta para realizar o seu sonho! -";170 m²;5;4;1;R$ 636.000 Cond.  R$ 2.200 | IPTU R$ 0;https://www.zapimoveis.com.br/imovel/venda-apartamento-5-quartos-mobiliado-jardim-praiano-guaruja-sp-170m2-id-2645636033/
900;Jardim Botânico, Rio de Janeiro;Rua Jardim Botânico;"Apartamento amplo, claro e arejado, em ótimo ponto do Jardim Botânico.
Reformado, original 3 quartos, atualmente com um deles aberto para a sala. 
Sala em 3 ambientes com janelões e vista Cristo e verde, cozinha com ótima marcenaria e quarto de serviço integrado, banheiro de serviço e lavanderia bem ventilada. É possível abrir a cozinha para sala. 
2 quartos com armários e vista panorâmica da Lagoa e montanhas, sendo uma suíte, e banheiro social.
Split em todos os ambientes.
1 vaga 
Portaria 24h
Play";73 m²;2;2;1;R$ 1.350.000 Cond.  R$ 1.200 | IPTU R$ 2.733;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-playground-jardim-botanico-zona-sul-rio-de-janeiro-rj-73m2-id-2644539192/
901;Aviação, Praia Grande;Rua Balneário Camboriu;"O tão sonhado imóvel pé na areia a 100 metros da praia! 

Lindo apartamento todo reformado e fino acabamento de um dormitório, sala ampla dois ambientes, cozinha em conceito aberto com armários planejado, apartamento posicionado para o sol da manhã com muita iluminação e ventilação natural, sacada espaçosa com tela de proteção, imóvel fica todo mobiliado, banheiro com box blindex e uma vaga de garagem por apartamento. 

O prédio conta com área de lazer com piscina e salão de festas com churrasqueira na cobertura com vista mar, salão de jogos no andar térreo, armários individuais por apartamento para guardar os pertences de praia, portaria 24 horas, gás encanado, bicicletário, rampa de acessibilidade, dois elevadores e hall de entrada. 

Localização excelente em bairro residencial e com uma extensa área comercial em sua volta, tudo para facilitar o seu dia a dia! 

Aceita financiamento bancário! 
Valores sujeito alteração sem aviso prévio 

Agende já sua visita e venha conferir de perto essa oportunidade de realizar o sonho de ter um imóvel no litoral.";56 m²;1;1;1;R$ 299.000 Cond.  R$ 563 | IPTU R$ 249;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-mobiliado-campo-da-aviacao-praia-grande-sp-56m2-id-2639477607/
902;Boqueirão, Praia Grande;Rua São Caetano;"Casa em Praia Grande no bairro Boqueirão bem localizado ótimo para moradia. Imóvel com 2 quartos sendo 1 suíte, sala espaçosa, cozinha, área de serviço externa, churrasqueira e quintal com espaço para 2 veículos. Fica mobiliado, piso porcelanato e pagamento á vista ou por financiamento bancário, agende sua visita.

Temos o imóvel que você procura!
- Casas
- Apartamentos
- Terrenos
- Lançamentos

Para maiores informações entre em contato com nossa equipe de especialistas imobiliários! -";62 m²;2;2;2;R$ 565.000 Cond.  R$ 0 | IPTU R$ 248;https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-mobiliado-boqueirao-praia-grande-sp-62m2-id-2645464382/
903;Carvoeira, Florianópolis;;"Apartamento à venda, localizado a apenas 4 minutos da Universidade Federal de Santa Catarina (UFSC), perfeito para estudantes, profissionais ou casais que buscam uma moradia prática e bem localizada.

Características do apartamento:

- 1 Dormitório (1 Suíte): O apartamento oferece um dormitório espaçoso e confortável, com uma suíte privativa para total comodidade.
- Sacada: Aproveite momentos de descanso e aproveite da sacada, um espaço perfeito para relaxar após um dia agitado.
- 1 Vaga de Garagem: Com uma vaga de garagem, você terá tranquilidade e praticidade no estacionamento.

Comodidades do Edifício:

- Salão de Festas com Churrasqueira: Realize eventos e confraternizações com amigos e familiares no salão de festas equipado com churrasqueira, tornando esses momentos ainda mais especiais.
- Playground: As crianças poderão se divertir em um ambiente seguro e acolhedor.
- Vaga para Moto: Garanta espaço exclusivo para estacionar sua motocicleta com praticidade e segurança.
- Bicicletário: Estimule o uso de bicicletas e conte com um espaço dedicado para guardar as bicicletas com tranquilidade.

Segurança:

- Portão Eletrônico e Interfone: O edifício oferece sistema de portão eletrônico e interfone, proporcionando maior controle de acesso e segurança para os moradores.

- Localização: Apenas 4 minutos da UFSC, o apartamento possui uma localização estratégica, próximo a faculdades, escolas, supermercados, comércios e outras facilidades. Além disso, possui fácil acesso a importantes vias da cidade, oferecendo mobilidade e praticidade no dia a dia.

Não perca essa oportunidade única de adquirir um apartamento completo e bem localizado! Entre em contato agora mesmo e agende uma visita para conhecer essa incrível oferta. -";39 m²;1;1;1;R$ 590.000 Cond.  R$ 500 | IPTU R$ 0;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-churrasqueira-carvoeira-florianopolis-sc-39m2-id-2645622484/
904;Residencial e Comercial Palmares, Ribeirão Preto;;"Excelente apartamento com dormitórios sendo suíte, sala, cozinha com armários, banheiro social e área de serviço. 01 vaga coberta de garagem.

**Valor de condomínio, sujeito a alteração sem aviso prévio**

Localização com fácil acesso por avenidas, próximo a amplo comércio e próximo à R. José Affonso dos Reis Junior.

Lembre-se, adquirindo com a consultoria de uma Imobiliária você terá todas certidões e garantias necessárias para realizar uma boa compra e sem qualquer custo.

Ao enviar mensagem para este imóvel não esqueça de deixar o seu telefone, isso agiliza no seu atendimento. -";80 m²;2;1;1;R$ 265.000 Cond.  R$ 75 | IPTU R$ 901;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-ar-condicionado-residencial-e-comercial-palmares-ribeirao-preto-sp-80m2-id-2645623277/
905;Manaíra, João Pessoa;;"Apartamento com 02 quartos sendo 01 suite, sala estar/jantar, WC social, varanda, cozinha americana, área de serviço, 01 vaga de garagem.

Prédio com academia, salão de festas climatizada, salão de jogos, piscina na cobertura, parquinho, quadra, brinquedoteca, elevador, pista de cooper, portaria 24 horas, apto projetado. -";52 m²;2;1;1;R$ 420.000 Cond.  R$ 350 | IPTU R$ 0;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-manaira-joao-pessoa-pb-52m2-id-2645622949/
906;Campestre, Piracicaba;;Apartamento com 2 dormitórios à venda, 48 m² por R$ 140.000 - Campestre - Piracicaba/SP Apartamentos com 01 vaga, sala de visitas, 02 dormitórios, banheiro social com box blindex, cozinha com gabinete, área de serviços. Área de lazer com salão de festas, espaço gourmet, playground, campo, antena coletiva e câmera de segurança na portaria. Fácil acesso às principais avenidas da região, próximo de comércios. Agende uma visita. -;48 m²;2;1;1;R$ 135.000 Cond.  R$ 276 | IPTU R$ 0;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-campestre-piracicaba-sp-48m2-id-2645625764/
907;Paulicéia, Piracicaba;;Apartamento para venda no Edifício Residencial Plaza Mayor, com 66 m² de área útil, no bairro Paulicéia, em Piracicaba. Apartamento contendo, sala 2 ambientes c/ painel, ar condicionado, sacada com fechamento em blindex, cozinha planejada com pia de granito, forno embutido, armários planejados, lavanderia integrada com armários planejado, banheiro social com gabinete, espelho e box blindex, 2 dormitórios com armários embutidos, sendo 1 suíte, 2 vagas de garagem, excelente localização, próximo ao centro da cidade. Condomínio dispõe: Academia fitness, office, piscinas adulto e infantil, solarium, sauna seca, sauna úmida, brinquedoteca, salão de festas, salão de jogos, playground, espaço gourmet, quadra poliesportiva, portaria 24 h -;66 m²;2;2;2;R$ 420.000 Cond.  R$ 312 | IPTU R$ 0;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-pauliceia-piracicaba-sp-66m2-id-2645625766/
